simNo_1-n_8-m_8-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6	mut3	0.000007514891868373454848101067297	0.000008549495773507001078308661090	0.8789865586764128007755091739	99999
simNo_6-n_8-m_8-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6	mut3	0.1156997474963176197188153888	0.1348028596489435759521578015	0.8582885244246696242545519763	99999
simNo_8-n_8-m_8-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3,cell_4,cell_5	mut1	0.001106805129981394125328493216	0.001419111081204460438486135794	0.7799284669400235688738986972	99999
simNo_1-n_8-m_8-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3,cell_4	mut2	0.000008189910324456794089179849477	0.000008549495773507001078308661090	0.9579407419365615844093843162	99999
simNo_1-n_8-m_8-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3,cell_4	mut4	0.000008189910318337882992771018170	0.000008549495773507001078308661090	0.9579407412208572600245492243	99999
simNo_1-n_8-m_8-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3,cell_4	mut7	0.000008189910333125254348286478313	0.000008549495773507001078308661090	0.9579407429504763799425048097	99999
simNo_1-n_5-m_10-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	0.1330343290018485022759155751	0.1525397472653192709290991255	0.8721289459753456007343004265	99999
simNo_1-n_5-m_12-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	0.001359391466629263868271597292	0.02332598678800898029304783647	0.05827798322033159658428774283	99999
simNo_1-n_5-m_15-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	0.0007032435749495238090332403795	0.008252000778578745573804014455	0.08522097777487661615326864785	99999
simNo_1-n_5-m_20-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	0.003268771169620308626145993365	0.003598215925971959479489261110	0.9084421938178542257151255632	99999
simNo_1-n_5-m_8-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	0.1634124365617900749270595714	0.1804519382313244895640839112	0.9055731856551677488354627549	99999
simNo_5-n_5-m_10-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	0.06500461176889629754866847563	0.07151200199453138221788851233	0.9090028240835333704745288306	99999
simNo_5-n_5-m_12-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	0.00006440871936693270971942461434	0.00007292850543903662292421837488	0.8831761871326721845403068691	99999
simNo_5-n_5-m_15-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	0.00003349640886269497301894791985	0.00003684794685886000989287355305	0.9090441047094821582484866695	99999
simNo_5-n_5-m_20-fp_0.001-fn_0.1-na_0	cell_0,cell_1,cell_2,cell_3	mut0	9.451626231779619123180118617E-8	1.049377764794071357320128188E-7	0.9006886317659298791553494329	99999
